,BIEN_SERVICIO,COSTO_BIEN,ESTADO_PROCESAL,ESTADO_UA,FECHA_FIN,FECHA_INGRESO,GIRO,ID_EXP,MEDIO_INGRESO,MODALIDAD_COMPRA,MODALIDAD_PAGO,MOTIVO_RECLAMACION,NOMBRE_COMERCIAL,PROBLEMA_ESPECIAL,PROCEDIMIENTO,PROVEEDOR,RECLAMADO,RECUPERADO,SECTOR,TIPO_CONCILIACION,TIPO_PRODUCTO,TIPO_RECLAMACION,UA
131,Bien,202700,Conciliada,DISTRITO FEDERAL,08-03-2016,21-12-2015,Agencia automotriz y concesionaria de automóviles y camionetas nuevos,2015_138017,Personal,En establecimiento físico,Plazos,Defectos de fabricación,FORD,No problema especial,Queja,"FORD MOTOR COMPANY, SA DE CV",0,0,AUTOMOTRIZ,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Poniente
132,Bien,2778.65,Conciliada,DISTRITO FEDERAL,08-03-2016,21-12-2015,Tienda departamental,2015_138012,Personal,En establecimiento físico,Plazos,Incumplimiento de plazos para la entrega del prod. o serv.,EL PALACIO DE HIERRO,No problema especial,Queja,"EL PALACIO DE HIERRO, SA DE CV",2778.65,2778.65,TIENDA DEPARTAMENTAL,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Poniente
133,Bien,2897.37,Conciliada,DISTRITO FEDERAL,01-03-2016,21-12-2015,Tienda departamental,2015_134183,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2897.37,2897.37,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
134,Bien,1290,Conciliada,DISTRITO FEDERAL,29-02-2016,21-12-2015,Tiendas de autoservicio,2015_134184,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",1290,1548,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
135,Bien,2454.85,Conciliada,DISTRITO FEDERAL,17-02-2016,21-12-2015,Tienda departamental,2015_134206,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2454.85,2454.85,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
136,Bien,3419.1,Conciliada,DISTRITO FEDERAL,17-02-2016,21-12-2015,Tienda departamental,2015_134188,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
137,Bien,23138.1,Conciliada,DISTRITO FEDERAL,17-02-2016,21-12-2015,Tienda departamental,2015_134187,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",23138.1,23138.1,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
138,Bien,858.6,Conciliada,DISTRITO FEDERAL,16-02-2016,21-12-2015,Tienda departamental,2015_134194,Internet,Por internet,,Negativa a la devolución de depósito,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",858.6,858.6,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
139,Bien,2085.51,Conciliada,DISTRITO FEDERAL,16-02-2016,21-12-2015,Tienda departamental,2015_134190,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2085.51,2085.51,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
140,Bien,1240.35,Conciliada,DISTRITO FEDERAL,16-02-2016,21-12-2015,Tienda departamental,2015_134185,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1240.35,1240.35,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
141,Servicio,1200,Conciliada,DISTRITO FEDERAL,16-02-2016,21-12-2015,Suministrador de energía eléctrica,2015_134178,Internet,En establecimiento físico,,Error de cálculo,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,1200,0,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
142,Bien,381.65,Conciliada,DISTRITO FEDERAL,09-02-2016,21-12-2015,Tienda departamental,2015_134207,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",381.65,381.65,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
143,Bien,5819.4,Conciliada,DISTRITO FEDERAL,19-02-2016,21-12-2015,Tienda departamental,2015_134211,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",5819.4,5819.4,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
144,Servicio,2700,Conciliada,DISTRITO FEDERAL,11-02-2016,21-12-2015,Venta y distribución de boletos,2015_134219,Personal,Por internet,Contado,Negativa a la entrega del producto o servicio,TICKETMASTER,No problema especial,Queja,"VENTA DE BOLETOS POR COMPUTADORA, SA DE CV",2700,2700,VENTA Y DISTRIBUCIÓN DE BOLETOS,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Dirección de Conciliación y Pr
145,Servicio,2700,Conciliada,DISTRITO FEDERAL,11-02-2016,21-12-2015,Organizadora de eventos y espectáculos,2015_134219,Personal,Por internet,Contado,Negativa a la entrega del producto o servicio,FIDEICOMISO PARA EL USO Y APROVECHAMIENTO DEL AUDITORIO NACIONAL,No problema especial,Queja,FIDEICOMISO PARA EL USO Y APROVECHAMIENTO DEL AUDITORIO NACIONAL,2700,2700,ORGANIZADORA DE EVENTOS Y ESPECTÁCULOS,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Dirección de Conciliación y Pr
146,Bien,1949.36,Conciliada,DISTRITO FEDERAL,15-02-2016,21-12-2015,Tienda departamental,2015_134204,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1946.36,1946.36,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
147,Bien,3183.2,Conciliada,DISTRITO FEDERAL,15-02-2016,21-12-2015,Tienda departamental,2015_134179,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3183.2,3183.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
148,Bien,599.5,Conciliada,DISTRITO FEDERAL,18-02-2016,21-12-2015,Tienda departamental,2015_134213,Internet,Por internet,,Producto o servicio equivocado,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",599.5,599.5,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
149,Servicio,2176,Conciliada,DISTRITO FEDERAL,18-02-2016,21-12-2015,Suministrador de energía eléctrica,2015_134212,Internet,En establecimiento físico,,Negativa a corregir errores de cobro,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
150,Bien,2079.2,Conciliada,DISTRITO FEDERAL,18-02-2016,21-12-2015,Tienda departamental,2015_134175,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2079.2,2079.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
151,Servicio,995,Conciliada,DISTRITO FEDERAL,03-05-2016,21-12-2015,Empresa de TV de paga (de TV restringida),2015_138013,Personal,A domicilio,Plazos,Negativa a la rescisión del contrato,SKY,No problema especial,Queja,"CORPORACION NOVAVISION, S DE RL DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Contratos,Poniente
152,Servicio,7700,Conciliada,DISTRITO FEDERAL,12-07-2016,21-12-2015,Taller mecánico (taller de reparación y mantenimiento de autos y camiones),2015_137677,Personal,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,DAVID JOSE RECILLAS IZQUIERDO,No problema especial,Queja,DAVID JOSE RECILLAS IZQUIERDO,7700,4000,TALLER MECÁNICO,Turnada a Concil Person p/seg,Servicio normal,Garantías,Oriente
153,Servicio,1543.5,Conciliada,DISTRITO FEDERAL,04-08-2016,21-12-2015,Escuela de educación pre escolar,2015_132503,Personal,Imposición del proveedor,Contado,Producto o servicio equivocado,"LICEO MEXICANO JAPONES, AC",No problema especial,Queja,"LICEO MEXICANO JAPONES, AC",1543.5,1543.5,ESCUELA DE EDUCACIÓN PRE ESCOLAR,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Centro
154,Servicio,5700,Conciliada,DISTRITO FEDERAL,01-09-2016,21-12-2015,Herrería,2015_132502,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,ALBERTO SALAMANCA DORANTES,No problema especial,Queja,ALBERTO SALAMANCA DORANTES,5700,5700,HERRERÍA,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Centro
155,Servicio,0,Conciliada,DISTRITO FEDERAL,14-10-2016,21-12-2015,Empresas de tiempo compartido,2015_132499,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,EL CID VACATIONS CLUB,No problema especial,Queja,"EL CID VACATIONS CLUB, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
156,Servicio,164,Conciliada,DISTRITO FEDERAL,05-04-2016,21-12-2015,Empresa de TV de paga (de TV restringida),2015_132490,Personal,Imposición del proveedor,Contado,Negativa a la rescisión del contrato,DISH,No problema especial,Queja,"COMERCIALIZADORA DE FRECUENCIAS SATELITALES, S DE RL DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
157,Bien,52556,Conciliada,DISTRITO FEDERAL,10-08-2016,21-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_132488,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,"PROMOTORA RESIDE, SA DE CV",No problema especial,Queja,"PROMOTORA RESIDE, SA DE CV",0,52556,INMOBILIARIO,Turnada a Concil Person p/seg,Producto nuevo,Contratos,Centro
158,Bien,52556,Conciliada,DISTRITO FEDERAL,10-08-2016,21-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_132488,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,"LAS CALIFORNIAS, SA DE CV",No problema especial,Queja,"LAS CALIFORNIAS, SA DE CV",0,52556,INMOBILIARIO,Turnada a Concil Person p/seg,Producto nuevo,Contratos,Centro
159,Bien,52556,Conciliada,DISTRITO FEDERAL,10-08-2016,21-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_132488,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,"INDUSTRIAS ASOCIADAS MAQUILADORAS, SA DE CV",No problema especial,Queja,"INDUSTRIAS ASOCIADAS MAQUILADORAS, SA DE CV",0,52556,INMOBILIARIO,Turnada a Concil Person p/seg,Producto nuevo,Contratos,Centro
160,Servicio,0,Conciliada,DISTRITO FEDERAL,08-11-2016,21-12-2015,Agencias de viajes y servicios de reservaciones,2015_134218,Correo Electrónico,En establecimiento físico,Plazos,Negativa a la rescisión del contrato,"SUNBAY TRAVEL, SA DE CV",No problema especial,Queja,"SUNBAY TRAVEL, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Resi p/ segui,Servicio normal,Contratos,Dirección de Conciliación y Pr
161,Servicio,0,Conciliada,DISTRITO FEDERAL,08-11-2016,21-12-2015,Agencias de viajes y servicios de reservaciones,2015_134218,Correo Electrónico,En establecimiento físico,Plazos,Negativa a la rescisión del contrato,"PV LIFESTYLE DESTINATIONS, SA DE CV",No problema especial,Queja,"PV LIFESTYLE DESTINATIONS, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Resi p/ segui,Servicio normal,Contratos,Dirección de Conciliación y Pr
162,Servicio,4193.88,Conciliada,DISTRITO FEDERAL,02-02-2016,21-12-2015,Aerolínea comercial,2015_134209,Internet,Por internet,Plazos,Negativa a la entrega del producto o servicio,VIVA AEROBUS,No problema especial,Queja,"AEROENLACES NACIONALES, SA DE CV",140,140,TURÍSTICO,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
163,Bien,4799.2,Conciliada,DISTRITO FEDERAL,02-02-2016,21-12-2015,Tienda departamental,2015_134172,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",4799.2,4799.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
164,Bien,9990,Conciliada,DISTRITO FEDERAL,02-02-2016,21-12-2015,Tiendas de autoservicio,2015_134168,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",9990,9990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
165,Bien,2059.6,Conciliada,DISTRITO FEDERAL,25-01-2016,21-12-2015,Tiendas de autoservicio,2015_134170,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2059.6,2059.6,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
166,Bien,4999,Conciliada,DISTRITO FEDERAL,03-02-2016,21-12-2015,Tiendas de autoservicio,2015_134186,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",4999,4999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
167,Bien,6599,Conciliada,DISTRITO FEDERAL,03-02-2016,21-12-2015,Tiendas de autoservicio,2015_134180,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",6599,6599,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
168,Bien,841.98,Conciliada,DISTRITO FEDERAL,03-02-2016,21-12-2015,Tiendas de autoservicio,2015_134171,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",841.98,841.98,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
169,Bien,53.21,Conciliada,DISTRITO FEDERAL,03-02-2016,21-12-2015,Tiendas de autoservicio,2015_134169,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",0,0,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
170,Bien,5580,Conciliada,DISTRITO FEDERAL,03-02-2016,21-12-2015,Tiendas de autoservicio,2015_134165,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",5580,5580,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
171,Bien,3990,Conciliada,DISTRITO FEDERAL,04-02-2016,21-12-2015,Tiendas de autoservicio,2015_134217,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3990,3990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
172,Bien,589,Conciliada,DISTRITO FEDERAL,04-02-2016,21-12-2015,Tiendas de autoservicio,2015_134214,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",589,598,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
173,Servicio,140,Conciliada,DISTRITO FEDERAL,04-02-2016,21-12-2015,"Compañías especializadas en servicios financieros, de seguro y de viajes",2015_134202,Internet,En establecimiento físico,,Cobro de cuota extraordinaria,BRADESCARD,No problema Especial,Queja,"BRADESCARD MEXICO, S DE RL",140,140,"COMPAÑÍAS ESPECIALIZADAS EN SERVICIOS FINANCIEROS, DE SEGURO Y DE VIAJES",Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
174,Bien,2990,Conciliada,DISTRITO FEDERAL,04-02-2016,21-12-2015,Tiendas de autoservicio,2015_134197,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2990,2990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
175,Servicio,490,Conciliada,DISTRITO FEDERAL,08-02-2016,21-12-2015,Suministrador de energía eléctrica,2015_134176,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
176,Servicio,33500,Conciliada,DISTRITO FEDERAL,06-06-2016,21-12-2015,Empresas de tiempo compartido,2015_132498,Personal,Imposición del proveedor,Contado,Negativa a la rescisión del contrato,"IMPULSORA DE VACACIONES FIESTA, SA DE CV",No problema especial,Queja,"IMPULSORA DE VACACIONES FIESTA, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
177,Servicio,33500,Conciliada,DISTRITO FEDERAL,06-06-2016,21-12-2015,Empresas de tiempo compartido,2015_132498,Personal,Imposición del proveedor,Contado,Negativa a la rescisión del contrato,"GRAN OPERADORA POSADAS, SA DE CV",No problema especial,Queja,"GRAN OPERADORA POSADAS, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
178,Servicio,48500,Conciliada,DISTRITO FEDERAL,29-04-2016,21-12-2015,Empresas de tiempo compartido,2015_138024,Personal,En establecimiento físico,Plazos,Negativa a la rescisión del contrato,"IMPULSORA DE VACACIONES FIESTA, SA DE CV",No problema especial,Queja,"IMPULSORA DE VACACIONES FIESTA, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Producto nuevo,Contratos,Poniente
179,Servicio,1490,Conciliada,DISTRITO FEDERAL,04-05-2016,21-12-2015,Tienda departamental,2015_138016,Personal,Por internet,Contado,Negativa a la rescisión del contrato,BEST BUY,No problema especial,Queja,"BEST BUY STORES, S DE RL DE CV",1490,1490,TIENDA DEPARTAMENTAL,Turnada a Concil Person p/seg,Producto nuevo,Contratos,Poniente
180,Bien,6230,Conciliada,DISTRITO FEDERAL,16-06-2016,21-12-2015,Joyería,2015_138020,Personal,En establecimiento físico,Contado,Negativa a la devolución de depósito,JOSE LUIS SALAS MAR,No problema especial,Queja,JOSE LUIS SALAS MAR,28500,28500,JOYERÍA,Turnada a Concil Person p/seg,Servicio normal,"Cambios, devoluciones o bonificaciones",Poniente
181,Bien,1000,Conciliada,DISTRITO FEDERAL,17-05-2016,21-12-2015,Salón y clínica de belleza y peluquería,2015_139398,Personal,En establecimiento físico,Contado,Defectos de fabricación,PROPIETARIO DE PROBELL VILLA COAPA,No problema especial,Queja,PROPIETARIO DE PROBELL VILLA COAPA,0,1000,SALÓN Y CLÍNICA DE BELLEZA Y PELUQUERÍA,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Sur
182,Bien,1087.8,Conciliada,DISTRITO FEDERAL,25-04-2016,21-12-2015,Tienda de aparatos ortopédicos,2015_137681,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,"SERVICIOS ORTOPEDICOS ESPECIALIZADOS, SA DE CV",No problema especial,Queja,"SERVICIOS ORTOPEDICOS ESPECIALIZADOS, SA DE CV",1087.8,640,TIENDA DE APARATOS ORTOPÉDICOS,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Oriente
183,Servicio,48000,Conciliada,DISTRITO FEDERAL,22-06-2016,21-12-2015,Agencia automotriz y concesionaria de automóviles y camionetas nuevos,2015_137683,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,"AUTOMOVILES VALLEJO, S DE RL DE CV",No problema especial,Queja,"AUTOMOVILES VALLEJO, S DE RL DE CV",48000,0,AUTOMOTRIZ,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Oriente
184,Bien,33236,Conciliada,DISTRITO FEDERAL,02-06-2016,21-12-2015,Tienda de materiales para la construcción,2015_139388,Personal,En establecimiento físico,Contado,Defectos de fabricación,"LETSAC MEXICO, S DE RL DE CV",No problema especial,Queja,"LETSAC MEXICO, S DE RL DE CV",0,12500,TIENDA DE MATERIALES PARA LA CONSTRUCCIÓN,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Sur
185,Bien,3149,Conciliada,DISTRITO FEDERAL,02-05-2016,21-12-2015,Tienda especializada en colchones y camas,2015_138018,Personal,En establecimiento físico,Contado,Defectos de fabricación,"SISTEMA DE DESCANSO LORD, SA DE CV",No problema especial,Queja,"SISTEMA DE DESCANSO LORD, SA DE CV",0,3149,TIENDA ESPECIALIZADA EN COLCHONES Y CAMAS,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Poniente
186,Bien,3149,Conciliada,DISTRITO FEDERAL,02-05-2016,21-12-2015,Tienda especializada en colchones y camas,2015_138018,Personal,En establecimiento físico,Contado,Defectos de fabricación,TIENDAS ATLAS,No problema especial,Queja,"GRUPO COMERCIAL ATLAS, SA DE CV",0,3149,TIENDA ESPECIALIZADA EN COLCHONES Y CAMAS,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Poniente
187,Bien,2199,Conciliada,DISTRITO FEDERAL,14-01-2016,21-12-2015,Tiendas de autoservicio,2015_134177,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2199,2199,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
188,Bien,8119.2,Conciliada,DISTRITO FEDERAL,14-01-2016,21-12-2015,Tienda departamental,2015_134166,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8119.2,8119.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
189,Bien,3000,Conciliada,DISTRITO FEDERAL,20-01-2016,21-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_134215,Internet,En establecimiento físico,,Negativa a la devolución de depósito,SADASI,No problema Especial,Queja,"DESARROLLOS INMOBILIARIOS SADASI, SA DE CV",3000,3000,INMOBILIARIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
190,Bien,50988,Conciliada,DISTRITO FEDERAL,20-01-2016,21-12-2015,Tienda de equipo de cómputo y oficina,2015_134174,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,OFFICE MAX,No problema Especial,Queja,"OPERADORA OMX, SA DE CV",50988,50988,TIENDA DE EQUIPO DE CÓMPUTO Y OFICINA,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
191,Bien,20700,Conciliada,DISTRITO FEDERAL,18-01-2016,21-12-2015,Tienda departamental,2015_134203,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",20700,20700,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
192,Bien,10091.8,Conciliada,DISTRITO FEDERAL,13-01-2016,21-12-2015,Tienda departamental,2015_134193,Internet,Por internet,,Negativa a la entrega del producto o servicio,HOME DEPOT,No problema Especial,Queja,"HOME DEPOT MEXICO, S DE RL DE CV",10091.8,10091.8,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
193,Bien,510,Conciliada,DISTRITO FEDERAL,08-01-2016,21-12-2015,Tiendas de autoservicio,2015_134181,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",300,300,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
194,Servicio,0,Conciliada,DISTRITO FEDERAL,04-04-2016,18-12-2015,Empresa de telefonía celular,2015_132463,Personal,En establecimiento físico,Contado,Negativa a corregir errores de cobro,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",No problema especial,Queja,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",0,29579,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
195,Bien,13593.28,Conciliada,DISTRITO FEDERAL,30-06-2016,18-12-2015,Tienda departamental,2015_134123,Internet,Por internet,,Intereses,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",13593.28,13593.28,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
